title;author;url;year;rate;ratings;genres;synopsis;decade
The Many-Coloured Land;Julian  May;https://www.goodreads.com/book/show/378639.The_Many_Coloured_Land;1981;4.06;13020;['Science Fiction', 'Fantasy', 'Fiction', 'Time Travel', 'Science Fiction Fantasy', 'Audiobook', 'Speculative Fiction'];In the year 2034, Theo Guderian, a French physicist, made an amusing but impractical discovery: the means to use a one-way, fixed-focus time warp that opened into a place in the Rhone River valley during the idyllic Pliocene Epoch, six million years ago. But, as time went on, a certain usefulness developed. The misfits and mavericks of the future—many of them brilliant people—began to seek this exit door to a mysterious past. In 2110, a particularly strange and interesting group was preparing to make the journey—a starship captain, a girl athlete, a paleontologist, a woman priest, and others who had reason to flee the technological perfection of twenty-second-century life.Thus begins this dazzling fantasy novel that invites comparisons with the work of J.R.R. Tolkien, Arthur C. Clarke, and Ursula Le Quin. It opens up a whole world of wonder, not in far-flung galaxies but in our own distant past on Earth—a world that will captivate not only science-fiction and fantasy fans but also those who enjoy literate thrillers.The group that passes through the time-portal finds an unforeseen strangeness on the other side. Far from being uninhabited, Pliocene Europe is the home of two warring races from another planet. There is the knightly race of the Tanu—handsome, arrogant, and possessing vast powers of psychokinesis and telepathy. And there is the outcast race of Firvulag—dwarfish, malevolent, and gifted with their own supernormal skills. Taken captive by the Tanu and transported through the primordial European landscape, the humans manage to break free, join in an uneasy alliance with the forest-dwelling Firvulag, and, finally, launch an attack against the Tanu city of light on the banks of a river that, eons later, would be called the Rhine.Myth and legend, wit and violence, speculative science and breathtaking imagination mingle in this romantic fantasy, which is the first volume in a series about the exile world.;1980
Battlefield Earth: A Saga of the Year 3000;L. Ron Hubbard;https://www.goodreads.com/book/show/769658.Battlefield_Earth;1982;3.54;23397;['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Post Apocalyptic', 'Adventure', 'Audiobook'];If you liked Dune, Atlantis Gene, Foundation, Ender's Game, and Starship Troopers, you'll love Battlefield Earth. Sadistic Aliens......Man is an endangered species.Is it the end of the world or the rebirth of a new one?In the year A.D. 3000, Earth is a dystopian wasteland. The great cities stand crumbling as a brutal reminder of what we once were. When the Psychlos invaded, all the world’s armies mustered little resistance against the advanced alien weapons.Now, the man animals serve one purpose. Do the Psychlos’ bidding or face extinction.One man, Jonnie Goodboy Tyler, has a plan. They must learn about the Psychlos and their weapons. He needs the other humans to follow him. And that may not be enough.Can he outwit his Psychlo captor, Terl?The fate of the Galaxy lies on the Battlefield of Earth.;1980
Crystal Singer;Anne McCaffrey;https://www.goodreads.com/book/show/653711.Crystal_Singer;1982;4.13;21306;['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Romance', 'Space Opera', 'Adventure'];Another adventure filled fantasy by a master of the genre;1980
2010: Odyssey Two;Arthur C. Clarke;https://www.goodreads.com/book/show/70539.2010;1982;3.95;58209;['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Classics', 'Space', 'Novels', 'Fantasy'];When 2001: A Space Odyssey first shocked, amazed, and delighted millions in the late 1960s, the novel was quickly recognized as a classic. Since then, its fame has grown steadily among the multitudes who have read the novel or seen the film based on it. Yet, along with almost universal acclaim, a host of questions has grown more insistent through the years:Who or what transformed Dave Bowman into the Star-Child? What purpose lay behind the transformation? What would become of the Star-Child?What alien purpose lay behind the monoliths on the Moon and out in space?What could drive HAL, a stable, intelligent computer, to kill the crew? Was HAL really insane? What happened to HAL and the spaceship Discovery after Dave Bowman disappeared?Would there be a sequel?Now all those questions and many more have been answered. In this stunning sequel to his international bestseller, Clarke has written what will truly be one of the great books of the '80s. Cosmic in sweep, eloquent in its depiction of Man's place in the Universe, and filled with the romance of space, this novel is a monumental achievement.;1980
Foundation's Edge;Isaac Asimov;https://www.goodreads.com/book/show/76683.Foundation_s_Edge;1982;4.18;91611;['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Space Opera', 'Fantasy', 'Hugo Awards'];"At last, the costly and bitter war between the two Foundations had come to an end. The scientists of the First Foundation had proved victorious; and now they return to Hari Seldon's long-established plan to build a new Empire on the ruins of the old. But rumors persist that the Second Foundation is not destroyed after all—and that its still-defiant survivors are preparing their revenge. Now two exiled citizens of the Foundation—a renegade Councilman and a doddering historian—set out in search of the mythical planet Earth. . .and proof that the Second Foundation still exists.Meanwhile someone—or something—outside of both Foundations seems to be orchestrating events to suit its own ominous purpose. Soon representatives of both the First and Second Foundations will find themselves racing toward a mysterious world called Gaia and a final shocking destiny at the very end of the universe!";1980
The Gunslinger;Stephen         King;https://www.goodreads.com/book/show/43615.The_Gunslinger;1982;3.92;622777;['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Westerns', 'Audiobook', 'Adventure'];In the first book of this series, Stephen King introduces readers to one of his most enigmatic heroes, Roland of Gilead, The Last Gunslinger. He is a haunting figure, a loner on a spellbinding journey into good and evil. In his desolate world, which frighteningly mirrors our own, Roland pursues The Man in Black, encounters an alluring woman named Alice, and begins a friendship with the Kid from Earth called Jake. Both grippingly realistic and eerily dreamlike, The Gunslinger leaves readers eagerly awaiting the next chapter.;1980
The Running Man;Richard Bachman;https://www.goodreads.com/book/show/11607.The_Running_Man;1982;3.9;137233;['Horror', 'Fiction', 'Science Fiction', 'Thriller', 'Dystopia', 'Audiobook', 'Fantasy'];In the year 2025, the best men don't run for president, they run for their lives... Ben Richards is out of work and out of luck. His eighteen-month-old daughter is sick, and neither Ben nor his wife can afford to take her to a doctor. For a man from the poor side of town with no cash and no hope, there's only one thing to do: become a contestant on one of the Network's Games, shows where you can win more money than you've ever dreamed of—or die trying. Now Ben's going prime-time on the Network's highest-rated viewer participation show. And he's about to become a prey for the masses...;1980
Friday;Robert A. Heinlein;https://www.goodreads.com/book/show/17208.Friday;1982;3.85;29633;['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'Fantasy', 'Adventure', 'Audiobook'];"Friday is a secret courier. She is employed by a man known to her only as ""Boss."" Operating from and over a near-future Earth, in which North America has become Balkanized into dozens of independent states, where culture has become bizarrely vulgarized and chaos is the happy norm, she finds herself on shuttlecock assignment at Boss' seemingly whimsical behest. From New Zealand to Canada, from one to another of the new states of America's disunion, she keeps her balance nimbly with quick, expeditious solutions to one calamity and scrape after another.";1980
Helliconia Spring;Brian W. Aldiss;https://www.goodreads.com/book/show/672244.Helliconia_Spring;1982;3.62;4327;['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Speculative Fiction', 'Space Opera', 'Audiobook'];A planet orbiting binary suns, Helliconia has a Great Year spanning three millennia of Earth cultures are born in spring, flourish in summer, then die with the onset of the generations-long winter. Helliconia is emerging from its centuries-long winter. The tribes of the equatorial continent emerge from their hiding places and are again able to dispute possession of the planet with the ferocious phagors. In Oldorando, love, trade and coinage are being redisovered, This is the first volume of the Helliconia Trilogy -- a monumental saga that goes beyond anything yet created by this master among today's imaginative writers.;1980
The Complete Robot;Isaac Asimov;https://www.goodreads.com/book/show/50091.The_Complete_Robot;1982;4.33;18016;['Science Fiction', 'Fiction', 'Short Stories', 'Classics', 'Robots', 'Science Fiction Fantasy', 'Fantasy'];THE COMPLETE ROBOT is the definitive anthology of Asimov's stunning visions of a robotic future… In these stories, Isaac Asimov creates the Three Laws of Robotics and ushers in the Robot Age: when Earth is ruled by master-machines and when robots are more human than mankind.Contents 9 • Introduction (The Complete Robot) • (1982) • essay by Isaac Asimov 15 • A Boy's Best Friend • (1975) • short story by Isaac Asimov 19 • Sally • (1953) • short story by Isaac Asimov 41 • Someday • (1956) • short story by Isaac Asimov 55 • Point of View • [Multivac] • (1975) • short story by Isaac Asimov 59 • Think! • (1977) • short story by Isaac Asimov 70 • True Love • (1977) • short story by Isaac Asimov 77 • Robot AL-76 Goes Astray • (1942) • short story by Isaac Asimov 93 • Victory Unintentional • (1942) • short story by Isaac Asimov 117 • Stranger in Paradise • (1974) • novelette by Isaac Asimov 151 • Light Verse • (1973) • short story by Isaac Asimov 157 • Segregationist • (1967) • short story by Isaac Asimov 164 • Robbie • (1940) • short story by Isaac Asimov (variant of Strange Playfellow) 191 • Let's Get Together • (1957) • short story by Isaac Asimov 211 • Mirror Image • [Elijah Bailey / R. Daneel Olivaw] • (1972) • short story by Isaac Asimov 231 • The Tercentenary Incident • (1976) • short story by Isaac Asimov 253 • First Law • [Mike Donovan] • (1956) • short story by Isaac Asimov 257 • Runaround • [Mike Donovan] • (1942) • novelette by Isaac Asimov 280 • Reason • [Mike Donovan] • (1941) • short story by Isaac Asimov 302 • Catch That Rabbit • [Mike Donovan] • (1944) • short story by Isaac Asimov 329 • Liar! • [Susan Calvin] • (1941) • short story by Isaac Asimov 350 • Satisfaction Guaranteed • [Susan Calvin] • (1951) • short story by Isaac Asimov 368 • Lenny • [Susan Calvin] • (1958) • short story by Isaac Asimov 385 • Galley Slave • [Susan Calvin] • (1957) • novelette by Isaac Asimov 427 • Little Lost Robot • [Susan Calvin] • (1947) • novelette by Isaac Asimov 459 • Risk • [Susan Calvin] • (1955) • novelette by Isaac Asimov 490 • Escape! • [Susan Calvin] • (1945) • short story by Isaac Asimov 518 • Evidence • [Susan Calvin] • (1946) • novelette by Isaac Asimov 546 • The Evitable Conflict • [Susan Calvin] • (1950) • novelette by Isaac Asimov 575 • Feminine Intuition • [Susan Calvin] • (1969) • novelette by Isaac Asimov 605 • ... That Thou Art Mindful of Him • (1974) • novelette by Isaac Asimov (variant of —That Thou Art Mindful of Him!) 635 • The Bicentennial Man • (1976) • novelette by Isaac Asimov 683 • A Last Word • (1982) • essay by Isaac Asimov  THE COMPLETE ROBOT is the ultimate collection of timeless, amazing and amusing robot stories from the greatest science fiction writer of all time, offering golden insights into robot thought processes. Asimov's Three Laws of Robotics were programmed into real computers thirty years ago at the Massachusetts Institute of Technology - with surprising results. Readers of today still have many surprises in store...;1980
